concept_id,layer,metric,probe_score,probe_std,chance,lift_over_chance,p_value,n_permutations,majority_class_rate,n_samples
sharaf_001,22,balanced_accuracy,0.616667,0.145297,0.5,0.116667,0.18408,200,0.6,20
sharaf_001,23,balanced_accuracy,0.616667,0.145297,0.5,0.116667,0.199005,200,0.6,20
sabr_001,0,balanced_accuracy,0.7,0.187083,0.5,0.2,0.049751,200,0.6,20
sabr_001,1,balanced_accuracy,0.75,0.273861,0.5,0.25,0.0199,200,0.6,20
sabr_001,2,balanced_accuracy,0.666667,0.345607,0.5,0.166667,0.114428,200,0.6,20
sabr_001,3,balanced_accuracy,0.566667,0.355121,0.5,0.066667,0.323383,200,0.6,20
sabr_001,4,balanced_accuracy,0.666667,0.345607,0.5,0.166667,0.109453,200,0.6,20
sabr_001,5,balanced_accuracy,0.666667,0.345607,0.5,0.166667,0.094527,200,0.6,20
sabr_001,6,balanced_accuracy,0.716667,0.250555,0.5,0.216667,0.054726,200,0.6,20
sabr_001,7,balanced_accuracy,0.666667,0.32059,0.5,0.166667,0.109453,200,0.6,20
sabr_001,8,balanced_accuracy,0.666667,0.32059,0.5,0.166667,0.094527,200,0.6,20
sabr_001,9,balanced_accuracy,0.633333,0.359784,0.5,0.133333,0.109453,200,0.6,20
sabr_001,10,balanced_accuracy,0.633333,0.359784,0.5,0.133333,0.099502,200,0.6,20
sabr_001,11,balanced_accuracy,0.733333,0.275882,0.5,0.233333,0.029851,200,0.6,20
sabr_001,12,balanced_accuracy,0.733333,0.275882,0.5,0.233333,0.034826,200,0.6,20
sabr_001,13,balanced_accuracy,0.633333,0.359784,0.5,0.133333,0.159204,200,0.6,20
sabr_001,14,balanced_accuracy,0.733333,0.275882,0.5,0.233333,0.034826,200,0.6,20
sabr_001,15,balanced_accuracy,0.733333,0.275882,0.5,0.233333,0.034826,200,0.6,20
sabr_001,16,balanced_accuracy,0.633333,0.359784,0.5,0.133333,0.139303,200,0.6,20
sabr_001,17,balanced_accuracy,0.55,0.392994,0.5,0.05,0.363184,200,0.6,20
sabr_001,18,balanced_accuracy,0.55,0.392994,0.5,0.05,0.368159,200,0.6,20
sabr_001,19,balanced_accuracy,0.55,0.392994,0.5,0.05,0.328358,200,0.6,20
sabr_001,20,balanced_accuracy,0.55,0.392994,0.5,0.05,0.343284,200,0.6,20
sabr_001,21,balanced_accuracy,0.683333,0.351188,0.5,0.183333,0.079602,200,0.6,20
sabr_001,22,balanced_accuracy,0.683333,0.351188,0.5,0.183333,0.074627,200,0.6,20
sabr_001,23,balanced_accuracy,0.65,0.343188,0.5,0.15,0.144279,200,0.6,20
silat_rahim_001,0,balanced_accuracy,0.65,0.133333,0.5,0.15,0.159204,200,0.6,20
silat_rahim_001,1,balanced_accuracy,0.65,0.133333,0.5,0.15,0.159204,200,0.6,20
silat_rahim_001,2,balanced_accuracy,0.7,0.113039,0.5,0.2,0.094527,200,0.6,20
silat_rahim_001,3,balanced_accuracy,0.7,0.113039,0.5,0.2,0.099502,200,0.6,20
silat_rahim_001,4,balanced_accuracy,0.633333,0.113039,0.5,0.133333,0.18408,200,0.6,20
silat_rahim_001,5,balanced_accuracy,0.583333,0.105409,0.5,0.083333,0.273632,200,0.6,20
silat_rahim_001,6,balanced_accuracy,0.65,0.133333,0.5,0.15,0.154229,200,0.6,20
silat_rahim_001,7,balanced_accuracy,0.683333,0.152753,0.5,0.183333,0.074627,200,0.6,20
silat_rahim_001,8,balanced_accuracy,0.683333,0.152753,0.5,0.183333,0.079602,200,0.6,20
silat_rahim_001,9,balanced_accuracy,0.65,0.133333,0.5,0.15,0.159204,200,0.6,20
silat_rahim_001,10,balanced_accuracy,0.7,0.113039,0.5,0.2,0.074627,200,0.6,20
silat_rahim_001,11,balanced_accuracy,0.65,0.133333,0.5,0.15,0.124378,200,0.6,20
silat_rahim_001,12,balanced_accuracy,0.683333,0.185592,0.5,0.183333,0.104478,200,0.6,20
silat_rahim_001,13,balanced_accuracy,0.683333,0.185592,0.5,0.183333,0.094527,200,0.6,20
silat_rahim_001,14,balanced_accuracy,0.616667,0.145297,0.5,0.116667,0.199005,200,0.6,20
silat_rahim_001,15,balanced_accuracy,0.65,0.2,0.5,0.15,0.159204,200,0.6,20
silat_rahim_001,16,balanced_accuracy,0.666667,0.229734,0.5,0.166667,0.119403,200,0.6,20
silat_rahim_001,17,balanced_accuracy,0.533333,0.227303,0.5,0.033333,0.348259,200,0.6,20
silat_rahim_001,18,balanced_accuracy,0.516667,0.260342,0.5,0.016667,0.402985,200,0.6,20
silat_rahim_001,19,balanced_accuracy,0.516667,0.260342,0.5,0.016667,0.442786,200,0.6,20
silat_rahim_001,20,balanced_accuracy,0.516667,0.260342,0.5,0.016667,0.442786,200,0.6,20
silat_rahim_001,21,balanced_accuracy,0.516667,0.260342,0.5,0.016667,0.432836,200,0.6,20
silat_rahim_001,22,balanced_accuracy,0.516667,0.260342,0.5,0.016667,0.462687,200,0.6,20
silat_rahim_001,23,balanced_accuracy,0.65,0.3,0.5,0.15,0.134328,200,0.6,20
jiwar_001,0,balanced_accuracy,0.6,0.339116,0.5,0.1,0.223881,200,0.6,20
jiwar_001,1,balanced_accuracy,0.6,0.339116,0.5,0.1,0.228856,200,0.6,20
jiwar_001,2,balanced_accuracy,0.533333,0.382245,0.5,0.033333,0.328358,200,0.6,20
jiwar_001,3,balanced_accuracy,0.566667,0.355121,0.5,0.066667,0.258706,200,0.6,20
jiwar_001,4,balanced_accuracy,0.483333,0.366667,0.5,-0.016667,0.427861,200,0.6,20
